gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,geometry
5002880162,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4750320,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Poterium,Poterium sanguisorba,,SPECIES,Sanguisorba minor Scop.,Sanguisorba minor,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.739947,35.051132,,,,,,,2024-01-05,5.0,1,2024,3029430,5364245.0,HUMAN_OBSERVATION,INPA,,4750320,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:06.218Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.05113199954639 32.73994700058227)
5003271548,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4755721,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa totanus,,SPECIES,"Tringa totanus (Linnaeus, 1758)",Tringa totanus,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.770087,35.055168,,,,,,,2024-01-12,12.0,1,2024,2481714,2481714.0,HUMAN_OBSERVATION,INPA,,4755721,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:06.252Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.05516799954846 32.77008700057934)
5003272994,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4757792,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos,,SPECIES,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.672835,35.134649,,,,,,,2024-01-12,12.0,1,2024,9761484,9761484.0,HUMAN_OBSERVATION,INPA,,4757792,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:06.283Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.134648999538584 32.67283500059435)
5002890565,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4758999,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos,,SPECIES,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.771621,35.081335,,,,,,,2024-01-12,12.0,1,2024,9761484,9761484.0,HUMAN_OBSERVATION,INPA,,4758999,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:06.302Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.08133499954771 32.771621000580744)
5003271782,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4759024,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas crecca,,SPECIES,"Anas crecca Linnaeus, 1758",Anas crecca,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.755846,35.096265,,,,,,,2024-01-12,12.0,1,2024,8214667,8214667.0,HUMAN_OBSERVATION,INPA,,4759024,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:06.304Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.09626499954601 32.75584600058329)
5003271970,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4765225,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cynoglossum,Cynoglossum creticum,,SPECIES,Cynoglossum creticum Mill.,Cynoglossum creticum,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.719629,35.072233,,,,,,,2024-01-20,20.0,1,2024,4064467,4064467.0,HUMAN_OBSERVATION,INPA,,4765225,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:06.341Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.072232999544156 32.719629000585655)
5003271973,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4765261,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium clypeatum,,SPECIES,Trifolium clypeatum L.,Trifolium clypeatum,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.719755,35.072521,,,,,,,2024-01-20,20.0,1,2024,5359174,5359174.0,HUMAN_OBSERVATION,INPA,,4765261,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:06.342Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.07252099954416 32.71975500058566)
5003271983,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4765522,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Micromeria,Micromeria nervosa,,SPECIES,Micromeria nervosa (Desf.) Benth.,Micromeria nervosa,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.736626,35.072123,,,,,,,2024-01-20,20.0,1,2024,5606270,5606270.0,HUMAN_OBSERVATION,INPA,,4765522,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:06.344Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.07212299954542 32.73662600058387)
5002865595,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4823758,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Cephalaria,Cephalaria joppensis,,SPECIES,Cephalaria joppensis (Rchb.) Coult.,Cephalaria joppensis,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.751921,35.058026,,,,,,,2024-03-18,18.0,3,2024,7596144,7596144.0,HUMAN_OBSERVATION,INPA,,4823758,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:41:37.602Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.05802599954704 32.75192100058141)
5002865600,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4823893,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Sherardia,Sherardia arvensis,,SPECIES,Sherardia arvensis L.,Sherardia arvensis,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.752146,35.057652,,,,,,,2024-03-18,18.0,3,2024,5339050,5339050.0,HUMAN_OBSERVATION,INPA,,4823893,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:41:37.603Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.05765199954706 32.75214600058138)
5002865621,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4824289,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,Viburnum tinus,,SPECIES,Viburnum tinus L.,Viburnum tinus,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.754765,35.038899,,,,,,,2024-03-18,18.0,3,2024,2888585,2888585.0,HUMAN_OBSERVATION,INPA,,4824289,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:41:37.609Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.03889899954788 32.754765000579944)
5003273454,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4780471,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus capensis,,SPECIES,"Lepus capensis Linnaeus, 1758",Lepus capensis,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.611276,35.190023,,,,,,,2024-02-09,9.0,2,2024,2436736,2436736.0,HUMAN_OBSERVATION,INPA,,4780471,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:06.479Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.19002299953219 32.61127600060414)
5002876651,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4844683,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Onopordum,Onopordum cynarocephalum,,SPECIES,Onopordum cynarocephalum Boiss. & C.I.Blanche,Onopordum cynarocephalum,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.69964,35.128507,,,,,,,2024-04-01,1.0,4,2024,4206242,4206242.0,HUMAN_OBSERVATION,INPA,,4844683,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:41:37.891Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.128506999540754 32.69964000059115)
5002876718,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4845673,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium campestre,,SPECIES,Trifolium campestre Schreb.,Trifolium campestre,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.696778,35.123796,,,,,,,2024-04-01,1.0,4,2024,5359477,5359477.0,HUMAN_OBSERVATION,INPA,,4845673,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:41:37.910Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.12379599954071 32.696778000591166)
5002876729,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4845871,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium argutum,,SPECIES,Trifolium argutum Banks & Sol.,Trifolium argutum,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.696615,35.122474,,,,,,,2024-04-01,1.0,4,2024,7671615,7671615.0,HUMAN_OBSERVATION,INPA,,4845871,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:41:37.913Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.122473999540745 32.69661500059111)
5003276486,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4823734,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Ricotia,Ricotia lunaria,,SPECIES,Ricotia lunaria (L.) DC.,Ricotia lunaria,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.753677,35.055729,,,,,,,2024-03-18,18.0,3,2024,3040556,3040556.0,HUMAN_OBSERVATION,INPA,,4823734,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:06.883Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.055728999547235 32.753677000581085)
5003276489,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4823770,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Arisarum,Arisarum vulgare,,SPECIES,Arisarum vulgare O.Targ.Tozz.,Arisarum vulgare,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.75103,35.059148,,,,,,,2024-03-18,18.0,3,2024,2867495,2867495.0,HUMAN_OBSERVATION,INPA,,4823770,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:06.883Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.05914799954694 32.751030000581586)
5003278443,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4842085,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Serapias,Serapias vomeracea,,SPECIES,Serapias vomeracea (Burm.f.) Briq.,Serapias vomeracea,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.747163,35.038454,,,,,,,2024-03-29,29.0,3,2024,5314764,5314764.0,HUMAN_OBSERVATION,INPA,,4842085,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:07.077Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.03845399954735 32.747163000580755)
5002896075,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4897810,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ainsworthia,Ainsworthia cordata,,SPECIES,Ainsworthia cordata (Jacq.) Boiss.,Ainsworthia cordata,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.759056,35.052593,,,,,,,2024-05-13,13.0,5,2024,5538189,5538189.0,HUMAN_OBSERVATION,INPA,,4897810,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:41:38.859Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.052592999547734 32.75905600058033)
5002864341,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4897865,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Oloptum,Oloptum thomasii,,SPECIES,Piptatherum thomasii (Duby) Kunth,Piptatherum thomasii,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.758372,35.053747,,,,,,,2024-05-13,13.0,5,2024,4134550,9317568.0,HUMAN_OBSERVATION,INPA,,4897865,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:41:38.861Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.05374699954765 32.75837200058047)
5003278583,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4845055,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Alcea,Alcea setosa,,SPECIES,Alcea setosa (Boiss.) Alef.,Alcea setosa,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.698963,35.127942,,,,,,,2024-04-01,1.0,4,2024,5617456,5617456.0,HUMAN_OBSERVATION,INPA,,4845055,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:07.098Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.12794199954074 32.698963000591185)
5003278617,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4845550,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia peregrina,,SPECIES,Vicia peregrina L.,Vicia peregrina,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.697402,35.126099,,,,,,,2024-04-01,1.0,4,2024,2975262,2975262.0,HUMAN_OBSERVATION,INPA,,4845550,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:07.101Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.12609899954069 32.69740200059123)
5003281959,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4845569,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,Convolvulus dorycnium,,SPECIES,Convolvulus dorycnium L.,Convolvulus dorycnium,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.697339,35.126046,,,,,,,2024-04-01,1.0,4,2024,7815993,7815993.0,HUMAN_OBSERVATION,INPA,,4845569,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:07.102Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.12604599954068 32.69733900059125)
5003278619,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4845613,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Galerida,Galerida cristata,,SPECIES,"Galerida cristata (Linnaeus, 1758)",Galerida cristata,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.69732,35.125374,,,,,,,2024-04-01,1.0,4,2024,2490669,2490669.0,HUMAN_OBSERVATION,INPA,,4845613,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:07.102Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.125373999540706 32.69732000059119)
5003281966,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4845668,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Echinops,Echinops adenocaulos,,SPECIES,Echinops adenocaulos Boiss.,Echinops adenocaulos,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.69676,35.123796,,,,,,,2024-04-01,1.0,4,2024,6076760,6076760.0,HUMAN_OBSERVATION,INPA,,4845668,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:07.103Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.123795999540725 32.69676000059116)
5003281971,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4845767,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia variegata,,SPECIES,Bauhinia variegata L.,Bauhinia variegata,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.696408,35.122911,,,,,,,2024-04-01,1.0,4,2024,2953251,2953251.0,HUMAN_OBSERVATION,INPA,,4845767,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:07.105Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.12291099954072 32.69640800059114)
5003278635,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4845910,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hyparrhenia,Hyparrhenia hirta,,SPECIES,Hyparrhenia hirta (L.) Stapf,Hyparrhenia hirta,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.696732,35.122367,,,,,,,2024-04-01,1.0,4,2024,2703243,2703243.0,HUMAN_OBSERVATION,INPA,,4845910,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:07.106Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.122366999540766 32.69673200059108)
5003281979,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4845929,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum murinum,,SPECIES,Hordeum glaucum Steud.,Hordeum glaucum,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.697399,35.121982,,,,,,,2024-04-01,1.0,4,2024,4116483,7886346.0,HUMAN_OBSERVATION,INPA,,4845929,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:07.107Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.121981999540836 32.697399000590984)
5002905415,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4905766,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Arbutus,Arbutus andrachne,,SPECIES,Arbutus andrachne L.,Arbutus andrachne,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.741762,35.052814,,,,,,,2024-05-20,20.0,5,2024,4170901,4170901.0,HUMAN_OBSERVATION,INPA,,4905766,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:41:38.973Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.05281399954645 32.74176200058216)
5002860248,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4920723,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,,SPECIES,"Sus scrofa Linnaeus, 1758",Sus scrofa,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.637152,35.174843,,,,,,,2024-06-05,5.0,6,2024,7705930,7705930.0,HUMAN_OBSERVATION,INPA,,4920723,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:41:39.113Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.17484299953461 32.63715200060051)
5002868334,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4925214,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,,SPECIES,"Sus scrofa Linnaeus, 1758",Sus scrofa,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.72535,35.134086,,,,,,,2024-05-28,28.0,5,2024,7705930,7705930.0,HUMAN_OBSERVATION,INPA,,4925214,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:41:39.134Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.13408599954248 32.725350000588776)
5002874257,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4978748,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus onocrotalus,,SPECIES,"Pelecanus onocrotalus Linnaeus, 1758",Pelecanus onocrotalus,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.643794,35.161391,,,,,,,2024-08-11,11.0,8,2024,2480350,2480350.0,HUMAN_OBSERVATION,INPA,,4978748,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:41:39.541Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.16139099953555 32.643794000598994)
5002915060,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4985560,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,Elanus caeruleus,,SPECIES,"Elanus caeruleus (Desfontaines, 1789)",Elanus caeruleus,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.637723,35.18939,,,,,,,2024-08-18,18.0,8,2024,2480372,2480372.0,HUMAN_OBSERVATION,INPA,,4985560,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:41:39.606Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.18938999953414 32.63772300060132)
5003287334,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4897841,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,Eryngium creticum,,SPECIES,Eryngium creticum Lam.,Eryngium creticum,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.758777,35.052988,,,,,,,2024-05-13,13.0,5,2024,8041189,8041189.0,HUMAN_OBSERVATION,INPA,,4897841,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:07.579Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.052987999547696 32.75877700058038)
5002946870,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4897896,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Ricotia,Ricotia lunaria,,SPECIES,Ricotia lunaria (L.) DC.,Ricotia lunaria,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.75867,35.053768,,,,,,,2024-05-13,13.0,5,2024,3040556,3040556.0,HUMAN_OBSERVATION,INPA,,4897896,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:07.579Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.053767999547674 32.75867000058047)
5003287339,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4897904,Plantae,Tracheophyta,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,Ephedra foeminea,,SPECIES,Ephedra foeminea Forssk.,Ephedra foeminea,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.758642,35.053298,,,,,,,2024-05-13,13.0,5,2024,2653458,2653458.0,HUMAN_OBSERVATION,INPA,,4897904,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:07.580Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.053297999547674 32.75864200058043)
5003287343,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4897940,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Andropogon,Andropogon distachyos,,SPECIES,Andropogon distachyos L.,Andropogon distachyos,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.760217,35.050649,,,,,,,2024-05-13,13.0,5,2024,4150293,4150293.0,HUMAN_OBSERVATION,INPA,,4897940,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:07.580Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.05064899954789 32.76021700058009)
5002946872,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-4897959,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,Teucrium creticum,,SPECIES,Teucrium creticum L.,Teucrium creticum,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.761104,35.053219,,,,,,,2024-05-13,13.0,5,2024,3897353,3897353.0,HUMAN_OBSERVATION,INPA,,4897959,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:42:07.581Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.05321899954787 32.76110400058016)
